"ROOMID","SITEID","NAME","CATEGORY","TYPE","CLASSIFICATION","ROOMGRPCODE","ZONE","CAPACITY","PREFMIN","PREFMAX","DEPTID","ROOMAREA","DYNAFILL","SETID","UNIQUEFIELD","LINKCODE","CAMPUSID"
"G301","212","Cruciform Dry Lab, ground floor G.301","CLU","DB","LA","","Y",80,,,"UCLMS_MDS",-1,"N","LIVE-15-16","","CRUCI_","X01"
"G401","212","Cruciform Dry Lab, ground floor G.401","CLU","DB","LA","","Y",80,,,"UCLMS_MDS",-1,"N","LIVE-15-16","","CRUCI_","X01"
"GC05B","212","Cruciform G.C.05B","CLU","DB","CR","","N",0,,,"UCLMS_MDS",-1,"N","LIVE-15-16","","CRUCI_","X01"
"349","Senate","Senate House 349","EXT","DB","CR","","N",50,,,"INFST_ART",-1,"N","LIVE-15-16","","","X06"
"B1.07","212","Cruciform Building B1.07","CLU","CB","CR","","YP",18,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","CRUCI_","X01"
"010","Senate","Senate House Senate Room","EXT","DB","CR","","N",80,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X06"
"B115A","212","Cruciform Building B115A - Public Cluster","CLU","CB","PC1","","YN",50,,66,"ESTDV_ADM",-1,"N","LIVE-17-18","","CRUCI_","X01"
"B115B","212","Cruciform Building B115B - Public Cluster","CLU","DB","PC3","","N",18,,66,"ESTDV_ADM",-1,"N","LIVE-17-18","","CRUCI_","X01"
"009","Senate","Senate House Beveridge Hall","EXT","DB","CR","","N",450,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X06"
"007","Senate","Senate House Macmillan Hall","EXT","DB","CR","","N",250,,,"BSCPM_BEN",-1,"N","LIVE-15-16","","","X06"
"106","016","Anatomy 106","REC","DB","CR","","N",45,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","MEDSC_","X01"
"B308","212","Cruciform Building B.3.08","CLU","CB","CR","","YA",6,,,"ESTDV_ADM",13.5,"N","LIVE-17-18","","CRUCI_","X01"
"G01","388","Central House G01","SNR","DB","CR","","N",50,,,"BSEER_BEN",85,"N","LIVE-17-18","","","X01"
"B304","212","Cruciform Building B304 - LT1","CLU","CB","LT","","YP",346,,,"ESTDV_ADM",322.799988,"N","LIVE-17-18","","CRUCI_","X01"
"FHBS","FH","Friends House Bloomsbury Suite","EXT","DB","CR","","N",120,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"B404","212","Cruciform Building B404 - LT2","CLU","CB","LT","","YP",112,,,"ESTDV_ADM",109.099998,"N","LIVE-17-18","","CRUCI_","X01"
"B09","087","Gower Street (66-72) B09","SNR","DB","LT","","N",50,,,"GRADS_ADM",-1,"N","LIVE-17-18","","GOWST66_","X01"
"FUR404","227","Archway - 404 Furnival","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"FHSH","FH","Friends House Small Meeting House","EXT","DB","LT","","N",140,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"006","Senate","Senate House G37","EXT","DB","CR","","N",15,,,"HISTR_SHS",-1,"N","LIVE-15-16","","","X06"
"G4.01","212","Cruciform Building Dry Lab, ground floor G.401","CLU","DB","LA","","Y",88,,,"LIFEF_FAC",-1,"N","LIVE-17-18","","CRUCI_","X01"
"G3.01","212","Cruciform Building Dry Lab, ground floor G3.01","CLU","DB","LA","","Y",93,,,"LIFEF_FAC",266.399994,"N","LIVE-17-18","","CRUCI_","X01"
"BCAHC","016","Histology Lab","REC","DB","LA","","N",110,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","MEDSC_","X01"
"101","212","Cruciform Building Foyer 101 Seminar Room 1","CLU","CB","CR","","YP",20,,,"ESTDV_ADM",53.0999985,"N","LIVE-17-18","","CRUCI_","X01"
"HUBSOC","221","Archway - G59 Holborn Union - Social Space","WHH","WB","SS","","N",120,,300,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBPGS3","221","Archway - 133 Holborn Union","WHH","WB","MR","","N",10,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBMHTR","221","Archway - 337 Holborn Union (CETL - Tutorial Room)","WHH","WB","CR","","N",8,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBPGS2","221","Archway - 134 Holborn Union","WHH","WB","MR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBPGS4","221","Archway - 130 Holborn Union","WHH","WB","CR","","N",40,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBMH1B","221","Archway - 331b Holborn Union (formerly CETL - Rm 1B)","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBMH2A","221","Archway - 332a Holborn Union (formerly CETL - Rm 2A)","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBMH2B","221","Archway - 332b Holborn Union (formerly CETL - Rm 2B)","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"TAV2902","TAV29","Tavistock (29) SPP Committee Room","SNR","DB","CR","","N",15,,,"POLSC_SHS",-1,"N","LIVE-15-16","","TAVSQ29_",""
"LG19","251","Astor College LG19","CLM","CB","CR","","NN",25,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","251","X01"
"TAV2901","TAV29","Tavistock (29) SPP Council Room","SNR","DB","CR","","N",50,,,"POLSC_SHS",-1,"N","LIVE-15-16","","TAVSQ29_",""
"HUBMH3A","221","Archway - 345 Holborn Union (formerly CETL - Rm 3A)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"TAV2903","TAV29","Tavistock (29) SPP Seminar Room","SNR","DB","CR","","N",5,,,"POLSC_SHS",-1,"N","LIVE-15-16","","TAVSQ29_",""
"HUBPGS5","221","Archway - 128 Holborn Union","WHH","WB","CR","","N",50,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"WECSR7","WHWEC","Whittington Education Centre - 7","WHH","WB","CR","","N",60,,,"EXWRBO",-1,"N","LIVE-17-18","","WHEDC_","X03"
"2225","381","Euston (183) Lecture Theatre","EXT","DB","LT","","",80,,,"UCLHM_LIF",-1,"N","LIVE-15-16","","","X06"
"HUBMH3B","221","Archway - 343 Holborn Union (formerly CETL - Rm 3B)","WHH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"2226","381","Euston (183) Seminar Room 1","EXT","DB","CR","","",35,,,"UCLHM_LIF",-1,"N","LIVE-15-16","","","X06"
"HUBMH4","221","Archway - 341 Holborn Union (formerly CETL - Rm 4)","WHH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"MARY","PCCC","Park Crescent Conference Centre Marylebone","EXT","DB","CR","","N",24,,,"BSPLN_BEN",-1,"N","LIVE-17-18","","","X06"
"2227","381","Euston (183) Seminar Room 2","EXT","DB","CR","","",15,,,"UCLHM_LIF",-1,"N","LIVE-15-16","","","X06"
"FUR405","227","Archway - 405 Furnival","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"1337","SOAS","SOAS","EXT","DB","LT","","N",20,,,"ARCLG_SHS",-1,"N","LIVE-15-16","","","X06"
"HUBMH5","221","Archway - 339 Holborn Union (formerly CETL - Rm 5)","WHH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"11","RYHLWY","RHUL Bedford Square","EXT","DB","CR","","N",20,,,"HISTR_SHS",-1,"N","LIVE-15-16","","","X06"
"B26","025","Gordon Square (25) B26","REC","CB","CR","","YA",8,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","GRDSQ25_","X01"
"T71","UNI","Unison T7.1","EXT","DB","CR","","NN",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"HUBPGS1","221","Archway - 136 Holborn Union","WHH","WB","CR","","N",40,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBPGS6","221","Archway - G18 Holborn Union (formerly WPEC Seminar Rm 5)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"HUBLT","221","Archway - G19 Holborn Union - Lecture Theatre","WHH","WB","LT","","N",120,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"T72","UNI","Unison T7.2","EXT","DB","CR","","NN",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"HUBSRA","221","Archway - 101 Holborn Union ( formerly Seminar Rm A)","WHH","WB","CR","","N",30,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"SEM2","245","Eastman Dental Institute Edi-CPD Seminar Room 2","MEI","DB","CR","","N",0,,,"EASTD_MDS",-1,"N","LIVE-17-18","","","X05"
"RYLFRJK","281","Royal Free Hospital Jerry Kirk Seminar Room 9/222","RFH","WB","CR","","N",50,,,"EXWRBO",-1,"N","LIVE-17-18","","ROYAL_","X03"
"102","030","Gordon Square (21) 103 Sem 5","REC","DB","CR","","N",25,,,"HARTD_SHS",22.3999996,"N","LIVE-17-18","","","X01"
"1336","RYCGSR","Royal College of Surgeons  Lab","EXT","DB","LA","","N",15,,,"ARCLG_SHS",-1,"N","LIVE-15-16","","","X06"
"G03","181","Birkbeck Gordon Square (43) G03","EXT","CB","CR","","NN",28,,,"ESTDV_ADM",51.9500008,"N","LIVE-17-18","","","X06"
"G02","181","Birkbeck Gordon Square (43) G02","EXT","CB","CR","","NN",30,,,"ESTDV_ADM",52,"N","LIVE-17-18","","","X06"
"UG1","UNI","Unison UG1","EXT","DB","CR","","NN",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"UG2","UNI","Unison UG2","EXT","DB","CR","","NN",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"UG3","UNI","Unison UG3","EXT","DB","CR","","NN",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"BVTR","234","Institute of Opthalmology, Biology of Vision Teaching Room","","DB","CR","","",60,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","","X05"
"ZSL","RP","London Zoo","EXT","DB","SS","","N",500,,,"LANGC_ART",-1,"N","LIVE-15-16","","","X06"
"HWA","381","Henry Wellcome Auditorium","EXT","DB","LT","","",200,,,"UCLHM_LIF",-1,"N","LIVE-17-18","","","X06"
"243","Senate","Senate House 243","EXT","DB","CR","","N",20,,,"HISTR_SHS",-1,"N","LIVE-17-18","","","X06"
"007","Senate","Senate House Macmillan Hall","EXT","DB","CR","","N",250,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"410","025","Gordon Square (25) 410","REC","DB","OF","","N",10,,,"HISTR_SHS",-1,"N","LIVE-17-18","","GRDSQ25_","X01"
"514c","044","Darwin Building 514c","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","DARWN_","X01"
"313d","180","Birkbeck Malet Street 313d","EXT","DB","OF","","NN",6,,,"ESTDV_ADM",36.8600006,"N","LIVE-17-18","","","X06"
"G29","086","Torrington (1-19) G29","SNR","DB","CR","","N",25,,,"CALTG_SHS",-1,"N","LIVE-17-18","","TORPL19_","X01"
"G01","181","Birkbeck Gordon Square (43) G01","EXT","CB","CR","","NN",28,,,"ESTDV_ADM",48.7999992,"N","LIVE-17-18","","","X06"
"700","MEGA","Capacity Global Offices","EXT","DB","CR","","N",30,,,"LAWSD_LAW",-1,"N","LIVE-15-16","","MEGA","X06"
"111","044","Darwin Building 111","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","DARWN_","X01"
"BAR","52CLUB","52 Club Bar","EXT","DB","CR","","N",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"401C","044","Darwin Building 401C","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","DARWN_","X01"
"228","131","School of Pharmacy 228","SNR","CB","CR","","YN",48,,,"PHMCY_LIF",55.7000008,"N","LIVE-17-18","","","X01"
"G53","180","Birkbeck Malet Street G53","EXT","DB","OF","","NN",6,,,"ESTDV_ADM",59.9399986,"N","LIVE-17-18","","","X06"
"G02","131","School of Pharmacy G02 Maplethorpe LT","SNR","CB","LT","","YN",80,,,"PHMCY_LIF",188.199997,"N","LIVE-17-18","","","X01"
"LG1","245","Eastman Dental Institute L1","MEI","DB","LT","","N",0,,,"EASTD_MDS",-1,"N","LIVE-17-18","","","X05"
"BMACC","BMA","BMA Council Chamber","EXT","DB","CR","","N",90,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","",""
"225","131","School of Pharmacy 225","SNR","CB","LT","","YN",66,,,"PHMCY_LIF",56.5999985,"N","LIVE-17-18","","","X01"
"B37","131","School of Pharmacy B37","SNR","CB","CR","","YN",28,,,"PHMCY_LIF",37.5,"N","LIVE-17-18","","","X01"
"B42","131","School of Pharmacy B42","SNR","CB","CR","","YN",35,,,"PHMCY_LIF",36.5999985,"N","LIVE-17-18","","","X01"
"M2","131","School of Pharmacy M2","SNR","CB","CR","","YN",40,,,"PHMCY_LIF",49.2999992,"N","LIVE-17-18","","","X01"
"M3","131","School of Pharmacy M3","SNR","CB","CR","","YN",48,,,"PHMCY_LIF",47.5999985,"N","LIVE-17-18","","","X01"
"002","LBS","Computer Lab","EXT","","","","",15,,,"COMPS_ENG",-1,"N","LIVE-15-16","","","X06"
"BMAPR","BMA","BMA Princes Room","EXT","DB","CR","","N",90,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","",""
"317","181","Birkbeck Gordon Square (43) 317","EXT","DB","CR","","NN",16,,,"ESTDV_ADM",35.5400009,"N","LIVE-17-18","","","X06"
"ComC","BWA","Surma Community Centre","EXT","DB","CR","","",21,,,"ESTPP_ADM",-1,"N","LIVE-17-18","","","X06"
"ICHPU2","238","PUW Seminar 2 (Ground Floor, 30 Guildford Street)","CHH","DB","CR","","YA",20,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"S101","KINGSCL","Kings Strand Building S-1.01","EXT","DB","CR","","N",45,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"ICHPU2","238","PUW Seminar 2 (Ground Floor, 30 Guildford Street)","CHH","DB","MR","","YA",12,,,"CHILD_PHS",0,"N","LIVE-17-18","1","","X05"
"HUBSRB","221","Archway - G09 Holborn Union (formerly Seminar Rm B)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"EFB002","222","Archway - G04 Estates & Facilities (formerly Rm 2)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","ESTAT_","X03"
"EFB003","222","Archway - G03 Estates & Facilities (formely Rm 3)","WHH","WB","CR","","N",40,,,"EXWRBO",-1,"N","LIVE-17-18","","ESTAT_","X03"
"EFB004","222","Archway - G02 Estates & Facilities (formerly Rm 4)","WHH","WB","CR","","N",10,,,"EXWRBO",-1,"N","LIVE-17-18","","ESTAT_","X03"
"EFB005","222","Archway - G01 Estates & Facilities  (formerly Rm 5)","WHH","WB","CR","","N",10,,,"EXWRBO",-1,"N","LIVE-17-18","","ESTAT_","X03"
"FUR517","227","Archway - 517 Furnival","WHH","WB","CR","","N",24,,,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"FUR619","227","Archway - 619 Furnival","WHH","WB","CR","","N",24,,,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"FUR622","227","Archway - 622 Furnival","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"WHSTA1","228","Archway - Staple Building - Practical Rm 1","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","STAPL_","X03"
"WHSTA2","228","Archway - Staple Building - Practical Rm 2","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","STAPL_","X03"
"B16","016","Basement laboratory B16","REC","DB","LA","","N",28,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","MEDSC_","X01"
"CHAFRMCAL","CHAFRM","Chase Farm Hospital - CAL Rm","CFH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","CHASE_","X03"
"B03","035","Gordon Square (16-18) B03","REC","CB","CR","","YP",10,,,"ESTDV_ADM",17.7000008,"N","LIVE-17-18","","GRDSQ16_","X01"
"B02","035","Gordon Square (16-18) B02","REC","CB","CR","","YP",10,,,"ESTDV_ADM",17,"N","LIVE-17-18","","GRDSQ16_","X01"
"532","126","Taviton (16) 532","SNR","CB","CR","","YA",10,,,"ESTDV_ADM",15.6999998,"N","LIVE-17-18","","TAVTN_","X01"
"G01","035","Gordon Square (16-18) G01","REC","CB","CR","","YP",12,,,"ESTDV_ADM",20.6000004,"N","LIVE-17-18","","GRDSQ16_","X01"
"UCHCS3","UCHEC","UCH Ed Centre Clinical Skills 3","EXT","DB","CR","","NN",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"Z4","005","Wilkins Building (Main Building) Portico","REC","CB","SS","","YN",50,,,"ESTDV_ADM",0,"N","LIVE-17-18","","WILKN_","X01"
"412","045","Roberts Building 412","REC","DB","OF","","N",10,,,"MECHN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"514","201","Rockefeller Building Imaging Facility, 5th Floor","CLU","DB","LA","","N",40,,,"BIOSC_LIF",-1,"N","LIVE-17-18","","ROCKF_","X01"
"90502","ULU","University of London Union Building 4th Floor - UCL Careers Service","EXT","DB","SS","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"K128","KINGSCL","Kings Building K1.28","EXT","DB","CR","","N",114,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"G12","082","Gordon St (22) G.12","SNR","DB","CR","","N",114,,,"BSARC_BEN",24.2999992,"N","LIVE-17-18","","WATES_","X01"
"G10","082","Gordon St (22) G.10","SNR","DB","CR","","N",18,,,"BSARC_BEN",24.2999992,"N","LIVE-17-18","","WATES_","X01"
"GNBGSR","376","Whittington Hospital - Main Site - Bridges Seminar Room","WHH","WB","CR","","N",30,,,"EXWRBO",-1,"N","LIVE-17-18","","WHUGC_","X03"
"304","082","Gordon St (22) 3.04","SNR","DB","CR","","N",4,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"C342N","KINGSCL","Norfolk Building, Room C342N","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"314","082","Gordon St (22) 3.14","SNR","DB","CR","","N",4,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"B1","081","Taviton Street (3-4) B1","SNR","DB","CR","","NN",16,,,"SPACE_MAP",-1,"N","LIVE-17-18","","","X01"
"GNBGHSR","376","Whittington Hospital - Main Site - Horder Seminar Room","WHH","WB","CR","","N",30,,,"EXWRBO",-1,"N","LIVE-17-18","","WHUGC_","X03"
"GNBLT","376","Whittington Hospital - Main Site - Lecture Theatre","WHH","WB","LT","","N",150,,,"EXWRBO",-1,"N","LIVE-17-18","","WHUGC_","X03"
"605","KINGSCL","Philosophy Building Room 605","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"310","201","Rockefeller Building 310","CLU","DB","CR","","YP",36,,,"CAN02_MDS",35.5999985,"N","LIVE-17-18","","ROCKF_","X01"
"3814","411","Canary Wharf (1), Level 38, North East LT","","DB","LT","","NN",100,,,"MANSC_ENG",-1,"N","LIVE-17-18","","","X01"
"5771","KINGSCL","Kings Pyramid Room","EXT","DB","CR","","N",25,,,"CIVLG_ENG",-1,"N","LIVE-15-16","","KINGSCL","X06"
"3817","411","Canary Wharf (1), Level 38, South East LT","","DB","LT","","NN",100,,,"MANSC_ENG",-1,"N","LIVE-17-18","","","X01"
"UCHCS2","UCHEC","UCH Ed Centre Clinical Skills 2","EXT","DB","CR","","NN",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"G04","131","School of Pharmacy G04 DDR","SNR","DB","MR","","N",10,,,"PHMCY_LIF",-1,"N","LIVE-17-18","","","X01"
"G22","131","School of Pharmacy G22 Square Lounge","SNR","DB","SS","","N",60,,,"PHMCY_LIF",-1,"N","LIVE-17-18","","","X01"
"5769","KINGSCL","Kings Strand Building Sem 3","EXT","DB","CR","","N",20,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"JCR","131","School of Pharmacy Junior Common Room","SNR","DB","SS","","N",60,,,"PHMCY_LIF",-1,"N","LIVE-17-18","","","X01"
"IMPHGC","RNH","Royal National Hotel Galleon Suite C","EXT","DB","CR","","N",280,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"IMPHGB","RNH","Royal National Hotel Galleon Suite B","EXT","DB","CR","","N",169,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"IMPHG","RNH","Royal National Hotel Galleon Suite A","EXT","DB","CR","","N",270,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"405","KINGSCL","Philosophy Building Room 405","EXT","DB","CR","","N",40,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"FHTL","FH","Friends House The Light","EXT","DB","LT","","N",1000,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"CH","Senate","Senate House Chancellor's Hall","EXT","DB","CR","","N",140,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"GNBGUC1004","376","Whittington Hospital - Main Site UC1004","EXT","DB","CR","","N",16,,,"DOM01_BMS",47.5,"N","LIVE-17-18","","WHUGC_","X03"
"122","KINGSCL","Kings Strand Building S-1.22","EXT","DB","CR","","N",45,,,"PHILO_ART",-1,"N","LIVE-15-16","","KINGSCL","X06"
"B01","244","Alexandra House (17-19 Queen Square) B01","NEU","DB","CR","","N",15,,,"BIOSC_LIF",59.2999992,"N","LIVE-17-18","","ALXHS_","X05"
"B10","244","Alexandra House (17-19 Queen Square) B10","NEU","DB","CR","","N",15,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","ALXHS_","X05"
"001","KINGSCL","LSE","EXT","DB","CR","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X06"
"G05","125","Andrew Huxley Building Faculty Meeting Room G05","REC","DB","MR","","N",10,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"NH","IOE","Institute of Education - Nunn Hall","EXT","DB","CR","","N",100,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"FUR415","227","Archway - 414 Furnival - Public Cluster","WHH","DB","PC1","","N",30,,18,"EXWRBO",-1,"N","LIVE-17-18","","FURNV_","X03"
"B67","005","Wilkins Building (Main Building) B67","REC","DB","STU","","NN",0,,,"SLADE_ART",41.5,"N","LIVE-17-18","","WILKN_","X01"
"B68","005","Wilkins Building (Main Building) B68","REC","DB","STU","","NN",1,,,"SLADE_ART",6.9000001,"N","LIVE-17-18","","WILKN_","X01"
"LH","IOE","Institute of Education Logan Hall","EXT","DB","LT","","N",350,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"B70","005","Wilkins Building (Main Building) B70","REC","DB","STU","","NN",0,,,"SLADE_ART",6.9000001,"N","LIVE-17-18","","WILKN_","X01"
"MWHER","MWH","Mary Ward Herschel Room","EXT","DB","CR","","N",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"JH","IOE","Institute of Education - Jeffrey Hall","EXT","DB","CR","","N",300,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"MWLET","MWH","Mary Ward Lethaby Room","EXT","DB","CR","","N",70,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"MWVOY","MWH","Mary Ward Voysey Room","EXT","DB","CR","","N",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"433","086","Torrington (1-19) 433","SNR","CB","CR","","YP",55,,,"ESTDV_ADM",77.6999969,"N","LIVE-17-18","","TORPL19_","X01"
"L3/818","281","Royal Free Hospital L3/818","RFH","DB","CR","","N",16,,,"MED05_MDS",24.7999992,"N","LIVE-17-18","","ROYAL_","X03"
"IAS1.19","012","South Wing  Institute of Advanced Studies Room 19","REC","DB","CR","","N",12,,,"EARTH_MAP",-1,"N","LIVE-17-18","","SWING_","X01"
"IAS11","012","South Wing  Institute of Advanced Studies Room 11","REC","DB","CR","","N",25,,,"EARTH_MAP",-1,"N","LIVE-17-18","","SWING_","X01"
"EH","IOE","Institute of Education Elvin Hall","EXT","DB","CR","","N",150,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"IAS15","012","South Wing  Institute of Advanced Studies Room 15","REC","DB","CR","","N",10,,,"EARTH_MAP",-1,"N","LIVE-17-18","","SWING_","X01"
"DS","IOE","Institute of Education - Drama Studio","EXT","DB","CR","","N",120,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"UC1005A","376","Whittington Hospital - Main Site UC1005A","EXT","DB","CR","","N",14,,,"DOM01_BMS",38.7000008,"N","LIVE-17-18","","WHUGC_","X03"
"CLK","IOE","Institute of Education Clarke Hall","EXT","DB","CR","","N",70,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"UC1005B","376","Whittington Hospital - Main Site UC1005B","EXT","DB","CR","","N",14,,,"DOM01_BMS",38.9000015,"N","LIVE-17-18","","WHUGC_","X03"
"UC1006","376","Whittington Hospital - Main Site UC1006","EXT","DB","CR","","N",48,,,"DOM01_BMS",145.100006,"N","LIVE-17-18","","WHUGC_","X03"
"TG10","086","Torrington (1-19) G10","SNR","CB","CR","","N",20,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X01"
"UC1032","376","Whittington Hospital - Main Site UC10132","EXT","DB","CR","","N",11,,,"DOM01_BMS",11.1999998,"N","LIVE-17-18","","WHUGC_","X03"
"822","IOE","Institute of Education 822","EXT","DB","CR","","N",70,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"UC1019","376","Whittington Hospital - Main Site UC1019","EXT","DB","CR","","N",12,,,"DOM01_BMS",33.9000015,"N","LIVE-17-18","","WHUGC_","X03"
"804","IOE","Institute of Education 804","EXT","DB","CR","","N",60,,,"ESTAD_ADM",-1,"N","LIVE-15-16","","","X01"
"TG20","086","Torrington (1-19) G20","SNR","CB","CR","","N",16,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X01"
"IDEAL","Wilson","Wilson Street (69) - IDEALondon","EXT","DB","CR","","",60,,,"ESTPP_ADM",-1,"N","LIVE-17-18","","","X06"
"423","180","Birkbeck Malet Street 423","EXT","CB","PC1","","NN",39,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"LG18","251","Astor College LG18","CLM","DB","CR","","NN",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","251","X01"
